external_gene_name,log2FoldChange,padj,baseMean
ARMCX3,-1.040569569,0.019296995,2856.293114
DNAH14,1.804172239,0.019302783,1505.54908
LINC03022,1.464166162,0.019302783,68.52974159
ATRNL1,-3.46103793,0.019302783,303.2765576
,1.721385974,0.019302783,63.27783426
VPS26BP1,1.457852345,0.019449407,40.93696978
CTBP2P4,-1.791517663,0.019453462,11.16227815
,2.522787277,0.019454516,5.815497791
AP2M1,-1.184896013,0.019461175,15518.2006
,1.943430691,0.019461175,35.2503239
C1orf216,-1.243930477,0.01952353,1194.269551
Y_RNA,2.164472141,0.01952353,14.81081843
EIF3MP1,4.818646815,0.019548719,3.881732194
GPR18,1.712588435,0.019568602,184.0867463
LINC02909,4.235946953,0.019571207,5.822295322
GBF1,-1.096235485,0.01957873,11703.03948
,1.512341093,0.01957873,309.6910571
RPL21P95,1.476108309,0.019609688,57.98710812
,3.031514821,0.01966715,7.977744014
,5.291241389,0.019670771,11.36986641
CHID1,-1.153650566,0.019670771,3711.468751
,3.234142767,0.019670771,6.817753751
PITPNM2-AS1,2.231008943,0.019680597,61.78680683
,1.516462878,0.019691651,81.24068646
LINC00926,3.01924954,0.019709126,925.5974573
C22orf42,4.652338469,0.019709126,3.437506942
,2.700721098,0.019756552,44.63820201
,1.982019172,0.019760438,549.8401451
NA,5.079485662,0.019864869,6.915867716
CMTM8,-1.701243037,0.019892314,417.7859145
MIR4432HG,3.808169547,0.019916791,19.31932161
UBE2R2-AS1,1.733519707,0.019916791,74.45527713
,-2.395338853,0.019921873,71.42636974
,1.635030613,0.019921873,36.91299765
TRAK2,-1.368447815,0.019945908,1609.254923
RNU6-998P,1.987750104,0.019973962,8.193191515
GLUD1,-1.439116228,0.019973962,6055.33437
LINC02130,-3.38684001,0.019973962,4.402345789
SAT1-DT,3.844314104,0.019979141,8.989638733
CDCA4P3,3.8609138,0.019982309,4.444206196
,1.602087621,0.019982309,25.39145814
CST9L,-4.104176876,0.01998889,7.043563231
NA,2.095637774,0.019992818,158.2073019
,3.313740272,0.019992818,11.12871001
SSC5D,-2.314387839,0.019992818,2388.778323
IGBP1,-1.316677199,0.020034498,1603.514086
,2.576833872,0.020112397,8.613287255
LRRC37A4P,1.902111824,0.020162927,270.236273
ZNF587,-1.397122723,0.020162927,4037.182202
ATP8B2,-1.805161961,0.020191427,3617.725406
,2.841191079,0.020191427,79.73131098
GRIK3,-3.451088023,0.020213928,1327.573644
RNA5SP490,2.247506502,0.020216794,28.78879868
TAGLN3,3.891461846,0.02025641,15.18115719
,2.481981164,0.02026963,23.5655071
GPR137,-1.299159934,0.020305658,3472.628556
,2.49799377,0.020310831,13.32948942
CIBAR1,1.769738775,0.020310831,341.8039911
ANKRD42-DT,1.464335773,0.020310831,585.0937988
EBF4,-2.514144018,0.020310831,7170.227473
SLC28A1,2.415494849,0.020324684,56.03217051
FYB2,-3.219596672,0.020353159,862.3929013
LRRC31,-2.919278105,0.020353159,56.55095087
RPS26P47,1.611322925,0.020353159,31.22720484
SLC4A2,-1.273688962,0.020390573,13250.13601
NA,2.82270058,0.02041587,182.2017743
PPP1R14A,2.499772761,0.020445895,429.0410582
NRIP1,-1.909606787,0.020514315,3256.941535
CCDC71,-1.291446768,0.020517437,900.4226654
NA,2.357969215,0.020521257,11.81806804
,-2.367369649,0.020550746,16.42027051
RPL9P14,4.04868783,0.020558175,3.539264496
SLC49A3,-1.906723507,0.020558175,3091.801376
CATSPER2,1.40820577,0.020558175,505.0361011
PNPLA3,2.07151675,0.020558175,247.3061753
STAB2-AS1,1.853798323,0.020562186,44.33102538
FRMD3-AS1,-2.085961836,0.02058782,30.40635067
,3.03668029,0.020643073,7.575203653
,5.137956668,0.020663522,3.1043368
TMEM184C,-1.004262456,0.020691372,1641.086783
MTCO1P21,2.680940478,0.020691441,12.42631728
COX6CP17,2.459279453,0.020709577,20.24315853
CEACAM16,-3.493649888,0.020723942,27.84942293
BMS1P22,2.583209076,0.020752131,12.18101702
RPS15AP10,1.459747573,0.020753546,278.9894963
SELENOT,-1.408265668,0.020753546,2268.118067
PDE7B-AS1,2.38642185,0.020753546,45.37912861
LINC00106,1.559813199,0.020753546,463.6249876
ARMCX1,-1.131212645,0.020753546,1080.723176
ZFP82,1.328044568,0.020753546,1041.710234
,5.677098234,0.020778286,6.850658509
CAPSL,-3.700676241,0.020791667,30.10339107
,3.486300781,0.020836907,6.952182241
,2.248091784,0.020839033,371.879079
CAVIN4,2.498546063,0.020841743,69.59235373
NA,4.558710875,0.020849482,6.995268194
,1.275431998,0.020865349,58.71454607
,-1.657711651,0.020865349,19.10213593
OLIG2,4.867247203,0.020867929,6.041632329
LINC01124,-3.90907488,0.020897505,15.10290074
,1.633314109,0.020906501,81.77845469
AMER1,1.835600839,0.020914755,689.330232
C8orf44,1.257084048,0.020963686,332.4499131
OTOG,3.716293925,0.020963686,10.95581977
RNU6-790P,1.88485401,0.020987474,17.02000216
TRAF7,-1.279819101,0.02101558,7825.078006
,5.03715244,0.0210906,2.93797037
ALDH3B1,-2.170076449,0.0210906,1959.6241
,1.469151919,0.0210906,33.53356451
TMT1A,2.044231792,0.021093853,4553.792922
,-2.458233867,0.021124752,285.4546193
NA,1.43198398,0.021140433,50.39349363
VTI1B,-1.21113585,0.021157592,1535.763773
IRX5,-1.820529932,0.021163825,6958.009974
,-4.60659911,0.021273767,8.157813584
SOCS5P2,-2.011349066,0.021276619,36.33015578
VWA8,-1.431807636,0.021276619,1342.346025
MTTP,3.147235196,0.021363968,24.12048552
,3.981422872,0.021364459,6.383961173
NA,5.521520979,0.021364459,9.312390879
CAMK2B,-2.596664164,0.021364459,1328.686238
LY6K,3.641349751,0.02137071,100.5457649
H2BC21,-2.008239133,0.021385419,2244.390518
,2.817757509,0.021400504,11.53861467
MARK2P3,2.043540976,0.021403589,20.02008201
SIK1,-2.410497652,0.021403589,269.0992396
,2.174697908,0.021404098,23.38863405
POU5F1P6,1.966537787,0.021473771,51.28519086
,2.114039191,0.021473771,12.70106536
AFAP1-AS1,2.774588445,0.021502042,135.3257556
CYP1A1,-4.833014135,0.021504713,27.32622271
ABHD17AP6,2.406772976,0.021504713,30.21086054
TMEM86A,-1.638918033,0.021529038,629.0500781
ZNF497-AS2,-1.138244765,0.021534736,391.9006313
HMGB3P31,4.358830673,0.021538615,1.847350617
CST1,-4.376770022,0.021541014,384.3243031
CLBA1,-1.059962002,0.021553768,1857.259632
FCRL3,4.167754679,0.021563151,405.1838859
PCDHB1-AS1,4.105690058,0.021563151,3.580693797
TBR1,4.306630401,0.021572919,19.95523009
NBR1,-1.610112075,0.021586962,4913.145388
,3.67592487,0.021593013,5.602328262
AAGAB,-1.761031587,0.021611297,1629.094893
,1.252660908,0.021613685,45.41368698
Y_RNA,3.299788823,0.021648732,6.430047965
,-1.369228027,0.021648732,30.30324525
LINC02747,-6.394965779,0.021648732,945.6857654
LINC02450,3.191259874,0.021654573,9.229545363
SLURP2,4.11671203,0.021655277,6.80785797
CCDC183,-1.607682265,0.021655277,128.8189233
,1.578699897,0.021655277,82.76193971
RPL3P13,4.538673567,0.021657026,3.198331699
ITPRID1,1.888975076,0.021657026,58.23268124
LINC02344,-3.543078,0.021677793,33.03698783
GJB2,-3.055410398,0.021677793,884.0003728
,1.336584568,0.021677793,25.70108508
LINC01821,3.23678723,0.021683509,5.76486574
SPAG16,-1.524224139,0.021763084,694.2587064
,3.746297289,0.02177176,14.02297709
SPINT1,-1.76935251,0.02177176,13074.09022
RPL7L1P3,1.944172113,0.021774506,33.61850837
LINC01152,2.706540933,0.021774506,451.5214809
,-2.420193966,0.021809592,17.5353446
SEPSECS,-1.098836155,0.021813633,673.5823172
,2.923737111,0.021813633,5.528302332
NECTIN4-AS1,2.910403359,0.021846532,73.23525637
DNM3,2.249664755,0.021863472,759.1459163
KCNQ3,2.079245805,0.021863472,331.8007647
ANKRD18CP,2.228764303,0.021863472,259.4431591
CEP128,1.77600656,0.021863472,1097.401584
,2.284628344,0.021964186,32.61156989
RNU6-1333P,3.09992109,0.021967924,4.901626923
LINC01354,2.387844758,0.021971672,28.00430267
HMGCL,-1.36973286,0.021971672,1566.944224
FANCB,1.891323818,0.021992154,176.610813
HEBP2,1.704633523,0.021995349,5480.374868
,4.093830858,0.021995349,5.234863815
IRF2BP1,-1.668693327,0.022022503,4864.623051
ASMTL-AS1,1.578550735,0.022043268,1363.660332
,1.9789494,0.022062303,19.64796335
GPC5,2.806255902,0.022062303,10.22400608
MTFR2,2.047228339,0.022070126,114.0209346
P4HB,-1.105102199,0.022091147,25848.53219
LILRB1,2.116390151,0.022112129,812.5802298
,4.014434598,0.022112812,6.968308596
,2.233390521,0.022131471,62.64666982
ZNF286A,1.632624374,0.022151573,566.5070673
ITPKB-IT1,2.733509191,0.022152854,12.59722981
TBC1D27P,4.40083558,0.022152854,205.4979137
ZMYND15,1.831665251,0.022152854,784.3695587
CHMP5,-1.138645783,0.022167839,1603.495502
WBP1L,-1.556967028,0.022226635,3154.178371
,2.924809437,0.022264189,8.957285999
,1.332169417,0.022319559,38.79538334
CYP2F1,3.01603625,0.022319559,79.18703307
,2.706974672,0.022338828,37.60759255
LNCRNA-IUR,1.98649156,0.022341503,223.8130896
KRT8,-1.548031214,0.022412331,62545.80412
MPC1-DT,1.785882092,0.022420342,25.05230868
,4.758110252,0.02245324,2.413616785
AKR1B15,2.04922512,0.022453814,26.80130946
SUGCT-AS1,1.897612979,0.02245878,24.20242549
CASC17,4.345234857,0.022462329,1.842580205
NPAP1P4,5.219410728,0.022471477,3.35047533
LENG9,-1.465547256,0.022481929,676.5963018
Metazoa_SRP,2.02695895,0.022482453,9.68131064
RNU6-387P,1.603182129,0.022486242,29.32518531
COASY,-1.242195329,0.022499962,4693.870798
ZNF273,1.352889956,0.022526343,699.9463611
PLAGL1,2.3884185,0.022551249,1624.517648
POMGNT1,-1.339676626,0.022561763,6096.984724
NOPCHAP1,1.172799931,0.022561763,698.8779034
UBE2U,4.765667701,0.022584429,5.63631236
MTRFR,1.029695292,0.022584429,2198.08759
,4.862523491,0.022584429,2.613074096
ZNF629,-1.365622954,0.022587499,3577.100968
C21orf91,1.383384473,0.022628984,861.4511558
DEK,1.250258692,0.022643234,10358.51678
CTXN2-AS1,3.227372661,0.022674196,11.59250385
NCF1,2.398820059,0.02268912,257.1837102
ATP5PBP7,-4.889308406,0.022717127,2.714332491
GLYATL1P1,2.549036163,0.022721322,77.81576209
FNDC10,-1.487513328,0.022730264,1659.684857
MRS2P1,5.270083687,0.022730264,3.439887524
SUMO1P3,1.671149083,0.022784122,38.79448824
NA,2.183800002,0.022784122,17.00385587
,5.213110271,0.022813738,3.349280654
RPL6P4,-3.669080399,0.02282771,5.587264509
IFITM3P3,2.088580748,0.022837809,61.63770663
SRPK1,1.474536625,0.022837809,2274.924806
SLC30A2,2.755859974,0.022841194,105.8888364
,3.921923038,0.022874116,28.56519631
,2.485834118,0.022880525,243.0738177
,-1.452913461,0.02288941,710.9416136
DNAJC14,-1.384694375,0.022926673,516.1157616
PRPF4BP1,4.319810284,0.022958731,4.115783808
ECPAS,-1.263656241,0.022973445,4335.941219
MORN1,-1.179658114,0.022983554,1091.282208
HS6ST1,-1.74299095,0.023044845,6619.628619
,-3.663738195,0.023044845,4.253217105
PHLDB3,-1.746657428,0.023060021,2907.175157
REEP5,-1.353469051,0.0230679,6688.435436
,2.342764032,0.023071262,111.2847482
RN7SL184P,4.436141979,0.02309828,2.968850711
TUBA1B-AS1,1.445733562,0.023115426,96.11759971
,1.508731028,0.023115426,49.04841389
PSMA6P2,4.436583693,0.023122196,1.9362624
,2.667412786,0.023122196,9.433967518
MSH5,1.429655906,0.023137627,400.8973513
MIXL1,2.479976294,0.023143234,26.62788151
PPP1R9A-AS1,1.285364074,0.023143234,64.88919202
KCNA6-AS1,3.099009461,0.02317071,7.004429231
,2.508726424,0.02317071,96.71383905
MT-TY,2.096200573,0.02317071,1967.283918
CALB2,3.094943694,0.023233833,546.9553858
ADRA2A,-2.767799933,0.023237194,906.5961913
LRRC15,-3.320358205,0.023272756,4058.857311
GRAMD4P2,4.42315102,0.023272756,2.964370967
PEX10,-1.244395644,0.023279339,1741.049099
TNFAIP8L3,-1.861245488,0.023291219,83.14106657
CHP1,-1.537773504,0.023291219,3983.796353
SNORD94,-1.34257743,0.023316649,16.52654035
,1.52804191,0.023373784,130.3786104
RGPD1,1.895194265,0.023407677,25.76076145
LINC02576,1.666508882,0.023407677,59.39329917
,1.43015636,0.023407677,66.88341379
,-3.679859137,0.023412398,20.75622709
RHOBTB3,-2.011195976,0.023455595,4729.233756
CFTR,3.087928432,0.023463312,35.67777193
ANKRD23,1.102358488,0.023466738,183.8854347
NA,4.540902546,0.023466738,4.801379624
RALYL,4.12686971,0.023503208,3.749763578
ANKRD54P1,5.139720202,0.023503208,4.853123756
LAMP1,-1.461491158,0.023503208,11935.46959
RTN4RL1,-3.007210003,0.023503208,2312.560622
AKT1S1,-1.078845913,0.023503208,3527.135305
TLE5,-1.116562624,0.023503208,19260.52228
PIP4K2C,-1.657858166,0.023508047,2753.242624
SNHG17,1.338543067,0.023508047,1824.200859
CLTC,-1.21997188,0.023547294,8953.14333
CYP4F23P,-2.750833183,0.023569165,1543.312012
RN7SL368P,2.089648995,0.023569165,55.63483005
CMC1P3,5.534607409,0.023574165,6.288580527
AP3S1P2,2.249344117,0.023577044,13.12045113
SHISA4,-1.681063664,0.023577044,934.6915181
RPS2P45,1.673134455,0.023577044,41.40761933
GNG10,-1.838080273,0.023589298,13.33669877
RNU6-936P,1.837838825,0.023594472,11.20727143
,3.988867186,0.023594472,4.974432503
VIRMA-DT,1.738054483,0.023603628,129.5228045
OVOS1P,2.448311039,0.023603628,52.83388374
RAP1GDS1,-2.111625344,0.023614587,2994.972299
,1.80738742,0.023625401,78.9259581
SMIM11P1,4.212394726,0.023660465,5.803481668
MINDY1,-1.678503498,0.023670135,3614.173981
TGFB1,-1.4600791,0.023670135,6454.683794
ZBTB4,-1.663034868,0.023674889,8780.37414
LNX1,-1.532802737,0.023675714,632.8040263
,1.850212162,0.023689339,18.97962208
,2.725508817,0.023689339,25.5987507
RPL31P63,1.981230517,0.02368954,9.239093534
FAM106A,2.799597305,0.023721811,136.3310455
TOM1L2-AS1,1.236191833,0.023725111,344.8730353
,3.023029864,0.023725111,30.88877551
TMCC2,2.229358492,0.023725445,757.9650813
FAM86EP,-1.054234422,0.02374782,254.689718
,2.788266319,0.023754043,5.142559349
ZNF396,-1.621360298,0.023785377,446.2625729
,1.590502384,0.023890177,68.92555412
SLC25A25,-1.421723298,0.023890177,1405.064332
RPL23AP3,3.413979179,0.023895187,20.44786701
,1.506591095,0.023895507,36.46491781
CADPS2,-2.150985463,0.023953794,1320.924672
OR5G3,4.907447938,0.024012784,2.630663223
,3.191195048,0.024055699,33.755219
PPP1R2P1,3.187121973,0.024076634,10.16377961
,2.063311423,0.024076634,36.56256143
SLC12A4,-1.047859513,0.024110936,5285.414533
PTPMT1,-1.086803379,0.024125257,297.0999653
KEAP1,-1.260574017,0.024126415,4319.406026
NA,3.667520105,0.02416153,6.235320289
IDI2-AS1,1.589327009,0.02416153,150.5569471
RHOQ-AS1,1.484690322,0.024171076,111.4136956
RPS6P26,2.211437397,0.024171076,12.5065807
COX6C,-2.086395717,0.024171076,5068.025484
,-3.584302297,0.024171076,8.94984529
OR1X5P,4.819792843,0.024177938,2.523775466
CSRNP1,-1.611655616,0.024198148,2937.468286
,2.335128517,0.024198148,31.44330082
HSD17B1-AS1,-1.516182563,0.024232968,234.8478466
SYTL3,1.144205189,0.024233238,315.1486041
CWH43,3.982777382,0.024304114,107.2346238
FAM78B-AS1,2.505249399,0.024330337,15.48641841
NA,-2.249510627,0.024330337,132.1247332
RNU7-40P,2.097206116,0.024330337,26.33903687
TCL6,3.264613683,0.024330337,24.56975687
,1.574753364,0.024330337,13.78909857
TTC39A-AS1,-1.945924949,0.02436103,178.5876799
LINC00457,-2.922690804,0.024361583,26.35186488
COBLP1,8.044214858,0.024375254,35.20155875
FBXW5,-1.064477106,0.024375254,12779.2646
DDX55,1.235537956,0.024375254,2386.363215
TRIM44,-1.187923701,0.024418652,7033.001013
NDUFV1-DT,2.631285116,0.024428314,4.90155004
CSF2RA,2.252357943,0.024442069,499.2744716
LMO7-AS1,1.964642312,0.024444706,75.69473451
PHB1P4,4.604192706,0.024445957,5.056498242
BZW1,-1.555807533,0.024467052,2184.988385
NA,5.258213674,0.024467052,3.411083851
,2.71495611,0.024467052,8.469116271
ABCC8,-3.738537241,0.024529788,1865.550252
SMG1P7,1.353136484,0.024529788,204.8059973
RPL31P43,4.028898277,0.024541457,2.256520679
MIR5002,4.703211447,0.024544197,3.523849692
H1-0,-1.334202358,0.024544197,7445.545295
FAM171A1-AS1,2.614707103,0.024545467,22.89322623
OGFRP1,1.177935374,0.02460783,196.8791389
,1.72185737,0.024607936,24.11001321
SLC7A10-AS1,3.526675091,0.024607936,43.44350986
RNASE3,4.339813788,0.024614126,2.787642591
,5.719942179,0.024640932,4.686107664
TRIM60P14,3.403837673,0.024668414,5.50422422
AFG1L,1.270741347,0.024668414,234.5400353
GCC1,-1.520078442,0.024668414,1144.610913
TMSB15A,4.088240826,0.024668414,58.5547562
,5.529771081,0.024668414,6.256840813
NINJ1,-1.945026765,0.024668414,6326.237483
CELSR2,-1.283773866,0.024693831,10474.86814
KNOP1P5,4.058018567,0.024693831,5.474786318
,3.114569995,0.024693831,11.51169889
TRIM71,2.598738108,0.024696979,12.48039748
DNAJC19P1,-4.747151808,0.024698262,2.488569213
RPL12P42,2.217759177,0.024700581,11.55079809
ADCY6,-1.511868125,0.024751818,6093.848363
WWP1-AS1,-1.716346271,0.024766581,117.2616645
IPPK,-1.086206581,0.024818277,248.3018765
,2.87210929,0.024826988,4.920532413
UCN3,2.961148581,0.024826988,9.793726859
CXXC5,-1.900086169,0.024836166,5828.049644
RPL21P32,1.643311435,0.024842988,86.40325414
LRRC26,-3.80164515,0.024848438,1435.473189
MIR3679,3.144521145,0.024854241,3.922423386
H2BP1,2.655313919,0.024867011,9.887481346
RNF222,2.329191826,0.024873408,52.19461372
,3.437662861,0.024889351,5.982226469
,2.382907368,0.024904165,10.58581102
SLC4A8,-2.988089695,0.024904165,1936.398286
HMBOX1,1.174269461,0.024959613,2772.472941
RNU6-339P,4.858022817,0.024959613,2.589182332
PGRMC2,-1.432406812,0.024969144,2786.399005
,1.148141557,0.024986716,94.50730741
,2.245576843,0.02498718,15.10223562
JDP2,-1.336384547,0.025006339,1094.928231
ZBTB7B,-1.053448616,0.025011328,12567.03419
,1.360915394,0.025076996,1047.416693
,1.754034382,0.025076996,288.7099382
ARMC7,-1.290871697,0.025076996,823.6264584
,2.30862902,0.025086793,92.82707085
GBP1,1.726986979,0.025088178,2651.157543
snoZ196,4.318544335,0.025088178,1.80783657
,2.568262392,0.025094936,38.85348067
TYRP1,4.013349181,0.025117986,10.43476596
CCL7,4.033644933,0.025117986,3.512942612
APH1B,-2.076915657,0.025132319,590.2442147
H4C14,-2.199746254,0.025132457,41.16574357
LL22NC03-63E9.3,3.659505606,0.025152507,4.085363432
PSAP,-1.382223732,0.025168862,36356.91049
PLCXD1,1.480489184,0.025191325,2054.476941
SCNM1,1.028439137,0.025207996,1595.165073
ZNF467,-1.821808035,0.025207996,5389.966968
LARS2,-1.267866938,0.025251137,1202.851202
PICSAR,2.723273933,0.025273713,29.10109217
OFD1,1.29905969,0.025297898,8341.508608
H2BC19P,-1.389959679,0.025322792,290.56203
LINC01761,3.914877264,0.025336931,8.725774309
MUL1,-1.493318964,0.025336931,1499.751498
,-2.033448248,0.025336931,21.66478235
NDUFA5P2,3.044140274,0.025337317,6.443648718
,2.807685438,0.025383572,15.396883
,1.391899502,0.025389374,40.50003007
ATP13A5,2.96885532,0.025389374,215.377161
DCTN4,-1.305189587,0.025389374,3105.057198
CRISP2,2.877172137,0.025411985,10.53457124
,-1.585149249,0.025411985,148.8913427
LINC02603,-1.427390094,0.025433872,14.79185128
RRN3P1,1.791833822,0.025433872,251.5228443
SERTAD3,-1.429797958,0.025433872,2526.638874
ENAM,3.673708898,0.025435276,20.86338071
LINC02964,3.045789736,0.025443339,24.21483793
FXYD6-AS1,2.222061958,0.025479582,15.06094794
SNORD3B-1,4.164917958,0.025479582,11.60625063
,1.659624241,0.025528829,207.9908273
MAP7D3,1.474237149,0.025535607,1077.462662
MGAM2,2.621126949,0.02556066,121.6891039
MTATP6P1,1.442852476,0.025597608,98942.87662
SYNGAP1,-1.355898456,0.025597608,4811.369184
FKBP10,-2.170731852,0.025597608,18219.65753
,-2.705470306,0.025597608,6.339082536
,2.128987103,0.025635543,11.34835016
MTFR2P1,2.444331877,0.025714219,20.30187201
TESMIN,-2.143142353,0.025725859,2240.128727
,4.785793318,0.025754536,3.752180105
IRS3P,1.736361325,0.025770227,15.81957026
CYFIP1,-1.144838703,0.025881926,5780.820026
,1.356678263,0.025931928,185.6011432
ANKRD62P1,3.591718525,0.025931928,108.0954296
RPL7P15,2.730198602,0.025964747,11.6050462
,4.25831689,0.025964747,4.014301567
RDX,1.313449076,0.025964747,4232.126903
ZNF213,-1.128011375,0.025964747,4410.522622
LINC01622,5.001084713,0.026002829,2.841439198
PCDHA9,3.095580131,0.026029271,188.1865701
DAZL,5.085754422,0.026042564,6.962452329
,3.847375431,0.026049359,7.826932994
,1.951997487,0.026059057,8.936343739
LNCBRM,3.065271215,0.026077544,4.596358532
STXBP1,-1.464603494,0.026077544,1460.620238
NFIC,-1.468347457,0.026094587,29447.19738
NXF4,4.816942865,0.026099435,2.526022851
NPBWR2,5.837154078,0.02621011,5.116170709
LINC01993,2.321693026,0.026228284,23.8946023
NRBF2P2,3.37493479,0.026228461,8.266621841
DPY19L3-DT,1.659680818,0.026258522,35.60498181
FTLP20,2.538787557,0.026268857,9.983323246
LINC01143,3.852408313,0.026275344,19.77088173
,1.929612361,0.026275344,32.38396332
RAD54B,1.698595711,0.026275344,180.1619662
B3GNT9,-1.58323991,0.026275931,1156.098981
,2.016286578,0.026339581,21.85198651
NA,3.567646977,0.026348941,3.653770687
TRIM60P17,3.359204628,0.026375402,4.203390698
,1.330544916,0.026389805,115.6493525
,1.087991967,0.026402679,53.2193561
,2.088603931,0.02641181,27.60821781
ABCB10,1.198470203,0.026426633,879.5432784
SNX2P1,1.23469309,0.026426633,40.79838456
STPG3,-1.942690707,0.026426633,342.8845215
ZNF790-AS1,1.842062665,0.026426633,1076.054091
,2.18188689,0.026430557,6.880285465
LINC01147,2.945109835,0.026440074,8.102947183
SMIM12,-1.08585701,0.026450825,888.2820868
RUBCNL,2.483182426,0.026450825,442.2278266
DCBLD2,1.151978124,0.026486571,1515.351113
ZNF891,1.200397305,0.026486808,905.4522959
KRT3,4.604199575,0.026486808,7.231083504
