external_gene_name,log2FoldChange,padj,baseMean
NLRP3P1,3.334342561,0.013090816,19.25718342
EPS8L1,-1.480057349,0.013104182,8762.725389
,2.929913405,0.013123148,8.307754745
BAIAP2-DT,-1.711012687,0.013124993,2262.370996
ATP5PBP8,2.076225048,0.013142311,16.56427608
TADA3,-1.372706043,0.013142311,4361.27117
LINC02225,4.563297078,0.013142311,7.04598537
H2BC12L,-2.876095038,0.013151054,8.081903548
USP32,-1.484278192,0.013151178,2773.245424
CRB3,-1.510892765,0.013153143,555.0013855
PLEKHH3,-1.319984563,0.013224471,9225.338801
KCNIP4-IT1,4.253975995,0.013238446,11.43845688
PIAS3,-1.377310621,0.013252662,5085.041131
SPDYE22P,2.651888596,0.013266316,6.811134998
MIR320E,2.063126681,0.013266316,26.64823887
SPATA6L,-2.079474691,0.013266911,328.1400387
TMEM101,-2.420477897,0.013271115,2452.01974
GPD1L,-1.835483255,0.013288553,2424.648068
OR2H2,3.000615801,0.013298025,33.90687388
ZNF37BP,1.139952959,0.013319036,2823.908269
EHBP1-AS1,1.41780936,0.013329769,77.761268
SNORD3B-2,3.87464111,0.013329769,7.685944769
RPL27P6,3.809772567,0.013381494,7.365400238
PROKR2,3.157109658,0.013386824,7.375272231
,3.985443133,0.013408694,3.313151988
ZNF425,-1.363023366,0.013416557,286.6465919
RPS3AP14,2.65086055,0.013437452,35.85323661
STBD1,-2.023029804,0.013439853,45.43160143
HMGN1P8,2.374392427,0.01344496,26.82039374
CHST15,-2.100278765,0.01344496,2859.958238
TTC23-AS1,2.489350446,0.01344496,85.71758858
,2.33877504,0.013465599,30.89688041
MRPS30,-2.620788751,0.013467408,4008.487614
,2.625627923,0.013471469,25.08183455
SPRYD3,-1.733332542,0.013471469,3963.53015
RNU7-84P,2.542417785,0.013471477,10.11997865
GPR139,-5.236727601,0.013478083,19.58579342
RNY1P14,-3.526898005,0.013501873,6.94406981
,3.121187383,0.013507166,16.96472342
LINC01740,3.593771979,0.013514238,7.068483325
TMEM30B,-1.849629764,0.013514238,1882.962896
NA,3.294622659,0.013542765,7.21326004
GABRG1,4.791298735,0.013554196,3.753262503
LINC01907,2.607569617,0.013567174,15.27638627
,4.867581252,0.013575232,3.95816888
SCNN1D,-1.466149053,0.013575714,4275.804984
ATP5F1B,-1.342226063,0.013578952,10589.47589
LTA,3.339221258,0.013594946,74.89590266
LINC02004,3.85311537,0.013597275,5.95776905
,2.484785338,0.013598515,51.72365358
SERINC1,-1.699111506,0.013598515,6563.593317
EFCAB11,-1.68762441,0.013598515,438.9946452
,2.016059784,0.013598515,14.44435206
HFM1,2.669859612,0.013604034,20.7226716
NTAN1P2,1.37633404,0.013604034,191.2604957
ACBD4,-1.7572045,0.013604034,1887.607619
SNORD11,1.86138035,0.013606576,9.897889902
MAPK3,-1.671909599,0.013614681,6006.584859
ZNF552,-1.560524911,0.013630958,2561.662392
LINC01567,2.88966478,0.013633033,16.40726405
Y_RNA,1.840664443,0.013650198,20.1283362
LRRC69,2.050303727,0.013728098,122.8588421
SMARCE1P1,2.442880354,0.013733146,40.83151935
,-5.732915977,0.013749125,16.00054784
PDCL3P6,2.203879065,0.013760639,64.46826318
PLCD3,-1.7989238,0.013760639,3551.629071
,-1.602232086,0.013771651,47.60987216
SEMA3B,-1.691524759,0.013772751,5559.911087
,1.375883619,0.013780793,120.3725588
SNORA72,1.80795194,0.013790453,22.53679534
,1.769861329,0.013792922,167.1447082
NID1,-1.89201304,0.013792922,3476.846083
,2.950865144,0.013808539,9.027607086
,2.974614651,0.013846929,16.05980301
,3.87935607,0.013875085,3.110823935
,-3.897939625,0.013875085,11.92674937
LINC02526,4.476097091,0.013875085,4.667479955
,4.734884671,0.013890302,5.422280979
HSD11B1-AS1,3.073508695,0.013896515,8.458262207
,3.751277835,0.013909051,25.34192554
BTG2,-2.71436642,0.013928156,10691.5822
QNG1,-1.638497392,0.013939876,494.894446
CENPV,1.826359007,0.013945481,578.3219558
SPHKAP,4.788787516,0.013960615,47.25028247
TRAF3IP3,2.378253808,0.013960958,631.591676
SLC35F3-AS1,2.991306201,0.013963444,8.98597673
GCLC-AS1,-2.333286876,0.013981414,17.86080832
H3P31,2.307767904,0.013984042,22.13063399
,2.263744373,0.013984107,12.20310064
,1.781976103,0.013989109,16.44914675
NMRK2,3.38328866,0.014009544,16.22542134
ARHGEF4,2.310341534,0.01401144,1303.727471
,3.051569846,0.01401144,7.052717566
SNAP23P1,3.459166696,0.01401144,4.327698375
MED25,-1.308610839,0.01401251,11292.9108
VN1R110P,3.985428642,0.014024864,8.728093485
EXTL3-AS1,2.374974007,0.014024864,254.3712662
Y_RNA,3.328695829,0.014024864,7.935207299
DYNLL2,-1.593163989,0.01403694,5427.271876
CTDSP2,-1.541969042,0.01403725,6971.50216
N4BP3,-2.253730778,0.014057034,3425.891957
PHF14,1.132031742,0.014057034,7392.582935
RPL21P123,1.321859211,0.014057034,37.44102408
ACLY,-1.535373521,0.014057034,8248.91312
ATP1A4,-3.665994453,0.014065818,97.78490616
MAT2A,-1.26166219,0.014065818,5298.114742
MIR9-1HG,1.955925578,0.014067544,107.4848525
,1.834760554,0.014067544,226.6087896
RUNX3-AS1,2.879987882,0.014098553,27.35606427
GRAMD1B,1.834018341,0.014110813,255.359271
MYBPC3,1.806645827,0.014110813,42.57571887
EIF4A3,-1.280415051,0.014110813,2569.173974
OR7E2P,-2.141623312,0.014113999,33.85470817
MKRN2,-1.010182023,0.014115728,427.1159112
NRTN,2.933258242,0.01411728,424.2727758
TCHHL1,4.998372837,0.014117579,6.56889047
SFXN2,-1.835178213,0.014117579,1933.892933
RPS4XP1,1.955905185,0.014117579,9.997067039
EIF2B2,-1.079402907,0.014138843,800.7532999
,2.903449226,0.014139579,8.282142022
SOWAHB,-2.282905461,0.01416084,207.4747919
CHMP4BP1,2.009117487,0.01417315,69.19922579
,2.970245624,0.014221833,6.585594654
ACP2,-1.337932549,0.014282176,3564.503358
TRMT11,1.386590319,0.014285004,711.0381753
CCL20,2.615126147,0.014304954,20.55214447
,3.408494202,0.014308476,13.94472684
,5.661045577,0.014350007,4.559781387
LINC01956,4.065155416,0.014364314,97.62557257
LGALS2,2.288779332,0.014376007,93.42908316
MGAT4A,-2.15705718,0.014376778,2275.452744
MEF2D,-1.482450604,0.014388534,7236.383755
PCYOX1,-1.513259285,0.014406606,4382.595967
PCMTD1,1.664450122,0.014406606,5728.272513
B9D2,-1.045866597,0.014406606,233.9391869
SMIM45,2.671169979,0.014411857,44.03389155
KRT18P41,-4.121856039,0.014426605,2.463526362
IMPG1,-1.565553253,0.014426605,32.65415056
ABHD4,-1.683170781,0.014426605,3744.927103
RPL17P48,2.451406184,0.014426605,26.36800305
,2.023807365,0.014426605,55.32152697
RBM38,2.323710978,0.014426605,4400.068643
NA,3.667621894,0.01444763,10.16582573
SYNM,1.882780365,0.014450329,2450.934164
GHSR,4.953904843,0.014454202,4.249799222
,4.778278943,0.014463699,5.657084163
,-1.455287761,0.014463699,25.56529452
DCXR,-1.499977011,0.014463699,5821.417515
DSG1,3.804740455,0.014475813,98.00024301
RNU6-1310P,3.544764798,0.014477025,6.60511736
,1.706974094,0.014477025,26.38645507
KAT6B,-1.533344915,0.014477025,10498.37691
,-1.980368,0.01451254,412.683207
CHI3L2,2.612708228,0.014515119,942.5753492
SLC27A2,-3.311995908,0.014526803,247.6543142
LMAN1L,3.951191947,0.014526803,24.28511124
RETREG2,-1.816215239,0.014535367,8250.368066
MCF2,2.43623014,0.014535367,11.5954596
,1.751068456,0.014535367,99.63379779
ST8SIA6,-3.001834827,0.014566525,2076.636413
ST6GALNAC2,-2.434106002,0.014568064,1241.468445
CORO6,-3.170741484,0.014568064,4657.816304
,3.358988992,0.014568064,5.469892944
LINC01508,2.887366513,0.01457345,22.47446025
CPD,-2.092140678,0.014573551,3158.621698
OR55B1P,4.011572831,0.014598156,10.2934828
BACH1-IT1,1.940536704,0.014600898,44.1840129
NT5DC4,1.715125882,0.01460114,21.67075606
GSTP1,2.264950247,0.014616791,5599.323958
LINC00944,3.022957335,0.01464222,15.52662949
,5.614696336,0.014689177,4.365232967
CHST14,-1.545456918,0.014689177,1695.198828
KLK5,3.30786645,0.014689177,1907.000558
,5.299702288,0.014692231,8.068651767
SLC35F5,-1.284633253,0.014720126,2845.977569
LINC01301,2.393247491,0.014723724,112.1291411
TCAF1P1,-2.0582781,0.014727281,103.7338599
,1.892270249,0.014753256,164.913168
CYP4F24P,2.904753386,0.014783707,38.41545313
IGFALS,-2.420235274,0.014793628,918.3962215
RAVER1,-1.575114052,0.014805554,3752.160613
HS6ST1P1,-2.166295245,0.014854215,41.27111247
PACC1,1.280952134,0.014885928,524.5474783
PANK3,-1.434969123,0.014885928,2501.93034
,-2.270982596,0.0148881,7.672094618
PRANCR,1.409279072,0.014908631,196.0372005
HSD17B1,-3.161038461,0.014908631,201.4403542
HAPLN1,4.767096019,0.014918838,410.2669651
,3.202518896,0.014918838,10.85058506
TLE3,-1.636065075,0.014918838,6890.381069
STX16,1.08154396,0.014933665,6320.414923
PRAMENP,7.557320594,0.014975326,16.7946377
,3.266919189,0.015052743,7.461991223
LRP1,-1.479263803,0.015076769,22925.00975
SLC12A2,-2.475701428,0.015085639,3043.690291
TMEM230P1,4.830107771,0.015105182,3.883255103
FAHD2A,1.267662433,0.015108438,1791.901207
PGR,-4.148959356,0.015108438,4735.090786
TMPOP2,3.552386621,0.015129586,6.140658648
PNOC,3.6076763,0.015135396,37.55712631
MLXIP,1.347573886,0.015135396,13047.64208
SOX9-AS1,2.557490142,0.015145761,275.0988624
KRTAP16-1,4.318887513,0.015170309,23.33850733
,1.844468594,0.015170723,70.43105117
OAZ1P1,-8.556926372,0.01517347,51.97775577
DPPA4,3.967652651,0.015183934,6.238643859
OSBPL6,-2.470854183,0.015185182,747.3591776
MIR4692,-4.538913681,0.015186848,2.133661099
PEF1,-1.199866479,0.015189189,2994.347908
RCOR2,2.87344507,0.015189189,807.3862278
KIFBP,-1.496901316,0.015189189,1248.400712
CDH26,1.782341976,0.015189189,77.47241084
C22orf23,1.158886798,0.015189189,89.65723375
RNA5SP190,4.399815142,0.015191329,5.965804998
,-1.084887688,0.015192231,63.12733535
PA2G4P4,2.006647864,0.015202354,837.8240997
,4.685872024,0.015202354,5.396468466
FAM161B,-1.795002763,0.015202354,569.1035172
RFPL3S,1.965169191,0.015202354,43.89045289
,2.520957837,0.015204544,6.448175079
Y_RNA,2.133369664,0.015223425,13.00650723
DLGAP4-AS1,1.739023274,0.015223425,107.7721033
BSG,-1.282808775,0.015225519,26466.93347
MRPL57P3,1.851469855,0.015245305,13.76786408
C6orf163,1.708960706,0.015276694,222.4201304
EHD4,-1.453828928,0.015283037,2723.300644
,2.303558841,0.015284375,54.18377378
,2.876532822,0.015296669,46.90152861
Y_RNA,2.10811217,0.015328149,39.71124329
,2.443301508,0.015331755,10.98361545
GNG12,-1.403558834,0.015361771,3894.783079
IKZF3,3.150346477,0.015396592,1631.86643
,5.044293166,0.015410773,2.930414948
CFAP57,-1.773795992,0.015421448,159.1341765
NA,1.124039881,0.015421448,343.0320215
USP35,-2.026844815,0.015421448,2869.779364
FAM30A,3.87334205,0.015429217,489.583619
Metazoa_SRP,2.19994783,0.015429217,6.993669083
RPS4XP5,3.126728006,0.015443462,128.3910068
MAGEA10,4.24199975,0.015454359,7.030903011
AR,-3.108405366,0.015459828,11572.7261
BNIP3P37,2.561832857,0.015460281,12.35528124
KANSL1L-AS1,1.467766127,0.015461543,108.1859005
C17orf114,1.674102907,0.015461543,19.78560971
RN7SL337P,5.644851437,0.015461543,4.471473464
BHLHE40,-2.173549063,0.015495006,20816.90314
GRAMD4P3,5.729424801,0.015499661,4.735535006
DDX53,5.10517931,0.015513271,7.052609434
ATP2B3,3.55513969,0.015513271,53.00063833
PTMS,-1.508456138,0.015513271,13695.74326
,2.397253481,0.015514659,8.295087465
CSTPP1,-1.269838778,0.015514659,2459.359389
ILDR1,-1.634946968,0.015515997,694.1231416
RHOXF1-AS1,2.695865596,0.015515997,188.2228183
CRISPLD1,2.874240614,0.015515997,2176.259713
RNU6-97P,1.688392821,0.01554344,14.02427332
PTCH2,1.441901722,0.015561887,1360.749093
DBTP1,1.650008999,0.015592249,137.943128
LINC00945,5.579011884,0.015605552,4.282202831
LIX1-AS1,3.269525166,0.015618994,11.33877896
ACAA2P1,2.288298577,0.015628252,24.94974245
STARD13,-1.926204688,0.015628252,1133.56007
FOXD1,3.824249721,0.01564909,132.4008781
RNU4-16P,1.880927057,0.015656056,14.64016753
VAT1,-1.721678641,0.015656056,9550.76644
ZNF725P,-3.164575731,0.015656056,10.40875292
TTLL7,2.219054176,0.015671595,901.5581265
HMGN3-AS1,1.500306854,0.015671595,119.9969896
,2.006752301,0.015671595,15.35390293
SMIM41-AS1,-3.246613061,0.015707214,18.14423842
PPP1R26P1,-1.517085599,0.015712167,35.38566474
TEKT4,-3.054413906,0.01572321,18.13699161
ISL2,4.512916153,0.01572321,67.68509596
,3.575568082,0.01572321,4.810515988
,1.280759609,0.015740513,53.26773672
,5.434270613,0.015826063,3.911728818
DEFB136,5.032891625,0.015826063,4.390660785
,5.373342524,0.01582951,3.731255787
,5.146440126,0.01582951,3.183236929
ZNF727,2.468718711,0.01582951,463.2373075
EXOC7,-1.033621889,0.01582951,5392.602275
,2.802810059,0.01582951,28.0064109
AP2B1,-1.704985964,0.015833786,10811.1109
,-2.748370724,0.015868005,37.78456609
ELAPOR2,-2.665083523,0.015881888,755.3832131
PEPD,-1.018383605,0.015913983,1980.102618
,2.39274119,0.015925577,39.73456234
SEMA3G,-1.707316726,0.015933726,1775.030897
FRY,-1.732233598,0.015933726,1621.456862
LINC02232,5.215117461,0.015968636,3.313920777
RNASET2,1.283568954,0.015968636,2612.684277
,1.81655185,0.015971367,57.8398487
CNTN5,2.667683752,0.015977122,5.409298604
POU2AF1,3.611218754,0.015997022,803.5501447
AMOTL2,-1.137799651,0.016017485,3890.377063
LAMP3,2.343177357,0.016023262,217.0701585
CRYAB,3.139749047,0.016023262,4761.449651
PIRT,4.110270145,0.016024405,3.60521418
RB1CC1,1.373354424,0.016043696,12935.20365
ARHGEF9,1.375508444,0.016049949,2701.144879
ARHGEF18-AS1,2.488374079,0.016049949,43.93419364
SNAP91,2.237614872,0.016070244,46.98594358
,2.164852505,0.016085127,403.7461086
,1.907079446,0.016130389,32.06676469
CEP164P1,2.969583939,0.016130389,20.856807
PNMA1,-1.566116948,0.016130389,1370.986805
AGR2,-4.487922801,0.016137332,7219.304467
SNRPGP18,-1.977500131,0.016137332,8.905815087
GTF3C1,-1.290545703,0.016149679,8694.655139
NCF1B,2.905052231,0.016187701,107.390071
,2.572124656,0.016193228,105.4931136
,-3.786020744,0.016202858,85.62693553
NBPF19,1.615859551,0.016213978,152.2706133
PIWIL2,1.852884038,0.016215192,79.6316952
,5.911451189,0.016240276,8.035484828
,4.028647703,0.016259129,4.775424397
TTLL4,1.810259802,0.016272656,3126.272078
PPIAP51,1.778395423,0.016279464,55.20347031
CHML,2.088269117,0.01628059,1606.639459
,5.369150097,0.016309131,3.703933852
,1.873953106,0.016310368,37.66997864
AK7,-2.66317707,0.016324366,89.31473813
3.661246201,0.016332532,11.02448515,
VEZF1,-1.47305272,0.016332532,4115.118316
GIPR,-3.010474223,0.016334057,993.2903765
NA,2.787659346,0.016335208,14.48118716
,2.279718433,0.01634053,11.28533153
,2.081727596,0.01634053,41.99598818
,2.331780153,0.016362038,16.43305819
,-1.80486028,0.016362038,34.6369723
SLIRP-OT1,2.786378624,0.016362038,5.637001962
MSI2,-1.133689024,0.016362038,3616.538274
NSF,-1.629302778,0.016402247,1628.892434
BECN2,3.598487438,0.016408017,25.7650863
SCARB2,-1.555748438,0.016408017,7410.384435
,2.018506001,0.016456039,40.27739982
RBM5-AS1,1.517108184,0.016477332,82.91836626
HIVEP2-DT,1.846050598,0.016489157,15.54235147
ATL2,1.374686035,0.016511952,2840.960574
TPD52L3,4.997111204,0.016511952,2.849509429
,1.850095425,0.016511952,85.01622476
RPSAP6,1.634029375,0.016515851,131.8419167
,4.735022431,0.016546298,5.475672331
RCAN3AS,1.365556808,0.016552715,21.43971708
TAGAP-AS1,1.725773182,0.016561403,329.3643795
VAX1,5.235883517,0.016561403,7.692499241
MYH9-DT,2.684368202,0.016570052,37.25123476
SOX10,2.746138833,0.016624193,6574.180791
RN7SL623P,5.110222482,0.016626749,3.078431135
,-4.310115082,0.016632088,7.363797974
TBC1D9B,-1.072765989,0.016635524,16230.73885
,2.161090205,0.016641443,11.88512871
RN7SL123P,4.814475341,0.016641443,5.835124628
IGHG2,3.552687573,0.01664189,16103.35748
SHISA5,-1.620575817,0.016646116,11333.14339
ZNF408,-1.222567979,0.016646116,1354.878451
CLDN9,2.663121333,0.016646116,463.7381287
LINC00398,-2.534519012,0.016735746,6.711048521
GDF7,2.06495481,0.016785393,49.01247363
H2BC3,-3.98746305,0.016785393,8.875788516
MSH5-SAPCD1,1.555841149,0.016785393,103.9343228
CTSF,-1.728467862,0.016785393,5683.749524
BRF1,-1.048719912,0.016785393,6148.109295
,3.622551085,0.016785393,15.55314518
LCMT2,-1.538359839,0.016813679,590.57161
LRIG2-DT,2.17646813,0.016818187,92.60826423
FMO3,3.189888188,0.016818187,445.473704
RAD54L,1.924041261,0.016818187,476.0213623
RASA4CP,-2.177177525,0.016818187,469.0977802
RN7SL350P,1.874258562,0.016818187,13.23591851
AARD,3.505805769,0.016818187,4039.382381
MIR3170,2.447172244,0.016825823,17.37120994
,1.559114319,0.016825823,211.2565727
DCHS2,2.606851676,0.01684036,165.5646405
ADD2,2.351797869,0.016847608,342.8215739
,1.333515421,0.016850985,35.29429103
CELSR1,-2.112505098,0.016850985,14519.68507
SLC30A9,-1.448799113,0.016884089,1618.693633
PCDHA4,3.183178777,0.016884089,767.6873001
THAP5P1,2.767671278,0.016884089,7.392689053
OMD,-2.632559888,0.016884089,558.6214525
DENRP1,1.979086115,0.016884089,17.50999029
KRT8P3,-1.748110124,0.016902776,368.3254541
EIF3KP1,4.093047507,0.01695958,8.623330036
RWDD3-DT,1.875499807,0.016982854,129.9841962
,1.994143847,0.01699123,61.47058939
HNRNPA1P50,1.5366192,0.01699123,74.69286137
LINC02102,2.037050608,0.01702699,25.13799336
SEPHS2,-1.661764254,0.01702699,2528.544989
NA,5.041483566,0.01702699,4.529329405
,5.502911682,0.017033301,6.1625002
FAM3D,3.053729925,0.0170408,61.58869868
TBC1D9,-3.117457731,0.0170408,11410.51858
,1.75050088,0.0170408,181.7674133
,3.847468939,0.0170408,13.50423342
,-3.249993553,0.0170408,71.65080419
WDR25,-1.382869555,0.017053627,555.9158523
ANKRD26P1,2.872689424,0.017055339,9.483447452
,1.240996795,0.017077306,337.4857235
,4.900913766,0.017077306,2.669739845
BCL11B,2.894928239,0.017092473,814.0979829
RPL12P41,5.096850012,0.017146438,16.82867369
OGFOD3,-1.039386692,0.017151643,2020.009517
RN7SL569P,3.155782086,0.017219255,5.01391413
DOLPP1,-1.511579404,0.017219255,767.2077857
PI4KAP2,1.297911135,0.017264296,767.6176834
,1.876706517,0.017292294,19.61180199
,2.005683693,0.017344806,18.82746626
RNU1-134P,1.404920971,0.017345751,27.94743125
LINC00908,-3.021187356,0.017346242,86.52267835
SMARCE1P5,2.029415816,0.017352257,23.24397568
ARHGEF4-AS1,3.694855086,0.017357797,12.9637055
NOSTRIN,-2.14249173,0.017376383,1111.343265
CA5BP1,1.295367917,0.017376383,430.8878038
FOXO6-AS1,2.117771745,0.017385662,111.3249721
FAH,-2.151705624,0.017387167,2477.183287
HAUS7,1.371989495,0.017413669,180.3232249
ANAPC2,-1.160941861,0.017413669,7425.740753
MRPL35P3,1.572111796,0.017428344,44.85122297
DMBX1,-2.22087235,0.017482965,54.07440764
IRS1,-2.310993555,0.017490498,3387.794992
RPS26P28,2.532439719,0.017490498,40.33123095
PACS2,-1.128346961,0.017506073,8891.642574
TM9SF3,-1.127126589,0.017507739,5083.567957
,2.623877942,0.017507739,8.35328227
RNU6ATAC27P,1.977641311,0.017507808,29.14988086
,-3.224154902,0.01750801,16.8348633
OR7E22P,3.018256979,0.017513117,41.48223164
,3.903023775,0.017513117,15.13616252
CIAO2AP2,2.333205722,0.017518054,16.0160907
MGAT4EP,2.465906767,0.017518054,30.14804379
ADAMTS16-DT,3.410334931,0.017518054,244.8204727
GPS2,1.123238483,0.017518054,373.8914798
SERPINB2,3.672119014,0.017521345,50.97326848
GRIN3B,-1.793052634,0.017533682,267.4342144
,2.53003116,0.017534671,24.5732011
C1QTNF7-AS1,-2.761532396,0.017534671,27.0748054
,1.684006217,0.017534671,11.55611711
RPS12P7,3.104051421,0.01755645,11.29541278
PSMC1P11,4.514611995,0.01755645,12.50416514
KDM7A-DT,2.143020562,0.01755645,367.0520498
MID1,1.812479018,0.01755645,759.2154995
RN7SL187P,2.748686125,0.01755645,8.451073806
,2.136303899,0.017561419,11.29838607
RPS12P3,1.117873746,0.017562994,98.12542288
SLC9C2,3.243654328,0.017582279,6.629920588
ABHD8,-1.50446348,0.017615126,1246.58746
MIR29B2CHG,-2.05773251,0.01762497,2603.111335
,-3.933348528,0.01762497,32.53463434
,1.701966776,0.017642799,82.1285501
GTSE1,2.569726384,0.017654706,1869.433195
,3.938715907,0.017661989,13.14185577
CCDC177,-3.362732524,0.017702403,32.08453361
WNT16,3.491188282,0.017707199,18.79700097
,5.269719543,0.017719227,3.444045339
,2.113084241,0.017719227,81.98066063
TMEM144,-1.736217034,0.017736489,836.4928049
KCNK5,2.114496034,0.017754053,1113.267747
RPL36AP24,2.945639123,0.01776429,7.018771604
LINC01781,3.827147384,0.017773388,7.28025555
APBA2,1.870065066,0.017773388,721.2969185
LRP12,1.39381726,0.017774328,540.2517364
MYLIP,-1.506528142,0.017779094,1931.050663
IDO1,2.468029296,0.017819436,221.7165484
SPOPL-DT,-1.047221706,0.017849743,59.20427155
LINC01727,2.981184343,0.017849743,11.9948389
TPRG1L,-1.448157535,0.017850678,2152.121999
TMSB15B,2.399843389,0.017858266,11.86858407
,4.73606186,0.017860317,5.552197936
LINC01664,2.703775104,0.017860629,7.16376923
CHRM4,-2.675443361,0.01787998,62.23263674
KRT79,2.978483072,0.01787998,68.06586846
GOT2P2,-2.058119706,0.017886651,33.73211656
SPOPL,-1.777845981,0.017930777,1599.996269
RPL23AP81,2.308369032,0.017930777,8.737251189
C1orf202,3.484605618,0.018004299,5.401619192
MCCD1P1,-4.285765439,0.018014104,2.722295491
CPNE5,2.169644801,0.018022438,942.4527946
TOPORSLP,4.416553691,0.018022438,12.19787752
DUOXA2,3.809069499,0.018022438,17.03471176
,1.792702126,0.018022438,134.8268974
ADSL,1.030959102,0.018022438,457.7556578
RAD51B-AS1,1.97471989,0.018029582,37.8377398
RIC3-DT,4.994084161,0.018060278,11.55703431
GJA1,-2.753868398,0.018106178,4257.83347
WRN,1.433652061,0.018106178,1415.217933
MYBL1,2.498833859,0.018106178,1278.182874
TSPAN15,-2.087207806,0.018106178,5013.007054
SNORD91B,4.329488085,0.018106178,6.08198301
MYH14,-1.52308475,0.018106178,10258.03076
GLB1,-1.27944601,0.018107022,2649.400766
CTBS,-1.064735687,0.018116792,307.7905819
CYP2D6,1.937160119,0.018116792,457.5598543
IGHM,3.24222414,0.018124444,17875.13737
TBILA,-2.280654039,0.018125463,257.7436925
FABP5,2.404459047,0.018139331,564.3228317
NUDT16L2P,-2.47324776,0.01815628,195.5448201
KRT41P,-3.911150874,0.01816951,25.6812924
MSI2-AS1,-1.590284554,0.018178287,21.88703674
KLF4,-1.978700199,0.018224071,1049.687126
DEFB124,3.42237074,0.018229676,8.707908786
KCNJ10,1.381657078,0.018239832,84.73079679
RAB7B,2.686035592,0.018239832,812.0260554
,3.029019481,0.018239832,15.85559532
CACNA1A,2.514534005,0.018311822,823.5033949
ECE1,-1.760735227,0.018314316,18483.9264
GASK1B-AS1,-2.770596483,0.018314316,680.05907
RAB31,-1.799987741,0.018314316,6443.881504
GAMT,-2.083393797,0.018325346,1747.006764
RN7SL674P,-3.038015912,0.018365816,29.44838179
Y_RNA,3.427562264,0.018365816,9.349702875
ZNF48,-1.235749036,0.018365816,1220.554502
,2.477665142,0.018365816,33.0692122
DLG4,-1.45871998,0.018409543,1831.743599
SNORA58,2.120986903,0.018418225,17.66601702
ANKRD20A7P,3.179163045,0.018458528,213.8455964
TMEM229B,-2.426969239,0.018507762,1440.913481
,-1.989535279,0.018507762,63.26514334
HMGB1P39,2.561276227,0.018508778,7.222430854
,3.878758329,0.018510787,17.77053647
ZNF286B,2.001670622,0.018510787,266.6327252
KBTBD4,-1.565281937,0.018514737,410.7234571
RXRA,-1.650002191,0.018515448,9587.345667
,1.481637146,0.018542746,68.15688884
JKAMP,-1.134615913,0.018542746,1235.549141
RALGPS1,-1.336614695,0.018561962,1249.022599
TSPAN4,-1.095461762,0.018561962,4840.635325
PRKY,3.159768663,0.018567951,7.736693501
RN7SKP179,3.6749373,0.018576308,4.109898683
,4.700656166,0.018577574,2.28307909
ZNF619,-1.502249962,0.018580425,376.4149604
RABL3,-1.421718166,0.018595284,1005.916286
LZTFL1,-1.511353583,0.018595284,852.7141425
,1.263266772,0.018595284,217.8419303
,1.725478488,0.018647402,44.85086951
,-5.159483621,0.018657888,3.316479851
SNORA70,4.7234917,0.018657888,2.352090514
C1orf115,-2.919226235,0.018669644,4712.896461
,2.729948338,0.01868104,10.11662385
,1.287740283,0.01870978,40.92778667
,-1.767045752,0.018745331,19.25166711
KLK6,2.775408959,0.018745331,429.0465011
,4.601556384,0.018786025,6.780966431
,2.471400594,0.018815358,8.109836703
,4.317362829,0.018817936,4.106688872
ITGA2,-1.763200015,0.018817936,1924.897808
KAAG1,-3.786938897,0.018817936,4.604136669
PDAP1P3,2.99513918,0.018817936,6.208429898
,2.6125448,0.018817936,15.30807447
PFKM,-1.746372186,0.018817936,2020.57487
,2.112077262,0.018817936,19.22145372
,2.002569982,0.018825986,21.71696653
,3.75985474,0.01884515,9.186143251
,-1.823628601,0.018849546,19.87615982
TMEM164,-2.241275821,0.018875265,4938.12478
TERF2IPP1,3.438780084,0.018875265,31.22034691
,2.518866681,0.018887239,16.57819645
GAPDHP62,2.095321285,0.018887239,29.34657254
SLC24A2,-3.191832277,0.018887239,159.8456038
UEVLD,-1.323255198,0.018887239,1325.518301
ASB8,-1.202243137,0.018887239,2036.690698
ALDH3A2,-1.693456368,0.018887239,3052.800901
,-4.20465038,0.01888855,5.833187601
,4.480019933,0.01892323,6.508284616
FNDC11,-2.042676348,0.01892549,185.7503094
LTBP3,-1.360329673,0.018939242,30895.8074
TUBB1,1.848703881,0.018952695,22.05817665
MTCO1P40,4.15708957,0.018962831,5458.210714
CASP7,-1.513467148,0.018993479,978.8322503
CENPM,1.789908389,0.019003277,331.9696982
ZNF497-AS1,-1.206467195,0.019014877,136.5702592
CRADD-AS1,1.491396093,0.019100032,40.21330762
H4C12,-2.544752886,0.019126681,13.70175405
,1.498190932,0.019130196,40.48999743
MAP1S,-1.289307264,0.019130196,7745.004771
PTGER3,-3.208181335,0.01917323,1104.569394
SIL1,-1.348055269,0.01917323,2417.294849
Y_RNA,1.952612972,0.01917323,37.74249867
,4.342550293,0.019179673,4.311741284
RPS4XP9,4.427554317,0.019195262,6.41120419
BCRP3,2.55733502,0.019195262,15.06552952
,-1.675509727,0.019206235,55.57095313
,1.605756908,0.019214223,91.60843276
,2.673008756,0.019245882,12.57927037
,3.565479506,0.019288571,35.6188254
PLA2G7,2.042322594,0.019289595,131.2426452
FYCO1,-1.58124616,0.019290489,3066.810928
WFIKKN1,-1.457114249,0.019290489,532.9697804
